Record_ID,Employee_ID,Division,AI_Training_Track,Baseline_Skill_Score,Post_Training_Skill_Score,AI_Tool_Class,Use_Case_Name,Academic_Partner,Collaboration_Program,Implementation_Stage,Efficiency_Gain_Pct,Estimated_Value_AED,Adoption_Rate_Pct
REC-0618,EMP-29870,Finance,Deep Technical & LLMOps,14.0,51.9,Predictive Machine Learning,Supplier Risk Analysis,None,None,Ideation,0.3,38200.0,0.0
REC-0619,EMP-44578,Finance,AI Literacy,57.5,93.8,Agentic AI Workflows,Automated Audit Reconciliation,MBZUAI,Joint R&D Lab,Development,16.1,12000.0,25.0
REC-0620,EMP-82124,Legal Affairs,AI for Leaders,30.6,92.6,Generative AI (LLMs),NDA Auto-Review Agent,RIT Dubai,Joint R&D Lab,Development,17.8,31600.0,14.7
REC-0621,EMP-36790,Power & Water Planning,Deep Technical & LLMOps,21.2,67.5,Predictive Machine Learning,Grid Expansion Planner,MBZUAI,Reverse Hackathon,Ideation,4.7,24100.0,0.0
REC-0622,EMP-35289,Business Development & Execution,AI Literacy,16.6,94.2,Generative AI (LLMs),AI Procurement Sandbox,None,None,Development,13.3,16900.0,12.5
REC-0623,EMP-65129,Distribution Power,AI Literacy,44.7,90.2,Agentic AI Workflows,LV Power Restoration,None,None,Development,12.5,62500.0,29.1
REC-0624,EMP-25485,I&TF,AI Literacy,17.4,92.8,Generative AI (LLMs),Agentic IT Helpdesk,RIT Dubai,Sponsored Capstone,Ideation,2.4,5000.0,0.0
REC-0625,EMP-54482,Transmission Power,AI for Leaders,17.7,67.0,Computer Vision,Thermal Substations Inspection,None,None,Fully Deployed,38.2,164200.0,57.9
REC-0626,EMP-96188,I&TF,Deep Technical & LLMOps,13.8,62.8,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Optimizing,39.1,157600.0,85.4
REC-0627,EMP-14748,Business Development & Execution,AI Literacy,10.0,84.2,Generative AI (LLMs),AI Procurement Sandbox,Heriot-Watt University,Joint R&D Lab,Fully Deployed,25.8,1683500.0,83.6
REC-0628,EMP-96769,Legal Affairs,AI for Leaders,24.2,93.0,Generative AI (LLMs),Contract Compliance Parser,None,None,Ideation,5.7,17900.0,0.0
REC-0629,EMP-19435,I&TF,AI Literacy,43.4,85.1,Agentic AI Workflows,Cognitive Cyber Defense,None,None,UAT & Testing,18.9,13900.0,15.0
REC-0630,EMP-13709,Billing,Deep Technical & LLMOps,10.0,96.2,Predictive Machine Learning,Revenue Risk Profiler,MBZUAI,Joint R&D Lab,Fully Deployed,39.1,111600.0,72.9
REC-0631,EMP-40355,Distribution Power,AI Literacy,18.2,91.4,Agentic AI Workflows,LV Power Restoration,None,None,Ideation,4.8,19100.0,0.0
REC-0632,EMP-65771,Legal Affairs,AI for Leaders,11.0,94.9,Generative AI (LLMs),NDA Auto-Review Agent,RIT Dubai,Joint R&D Lab,Fully Deployed,31.7,85100.0,74.8
REC-0633,EMP-67799,Water & Civil,Deep Technical & LLMOps,16.2,98.8,Computer Vision,Reservoir Volumetric AI,None,None,UAT & Testing,27.3,54800.0,27.1
REC-0634,EMP-23116,Distribution Power,Deep Technical & LLMOps,12.9,94.4,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Optimizing,24.3,106900.0,83.5
REC-0635,EMP-35470,Distribution Power,AI for Leaders,18.8,87.1,Agentic AI Workflows,SCADA Fault Routing,None,None,Fully Deployed,33.5,183500.0,86.9
REC-0636,EMP-52344,Transmission Power,AI for Leaders,51.0,73.8,Computer Vision,Thermal Substations Inspection,Heriot-Watt University,Reverse Hackathon,Fully Deployed,32.5,43400.0,70.7
REC-0637,EMP-52918,Water & Civil,AI for Leaders,12.2,98.3,Computer Vision,Structural Crack Inspection,RIT Dubai,Sponsored Capstone,Fully Deployed,28.4,75600.0,78.4
REC-0638,EMP-62224,Transmission Power,AI Literacy,39.9,75.9,Computer Vision,Overhead Line Monitoring,RIT Dubai,Reverse Hackathon,Development,18.1,90200.0,14.7
REC-0639,EMP-49298,Legal Affairs,AI Literacy,28.1,77.6,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Ideation,5.7,6700.0,0.0
REC-0640,EMP-90219,Water & Civil,AI for Leaders,55.5,81.1,Computer Vision,Reservoir Volumetric AI,MBZUAI,Joint R&D Lab,UAT & Testing,22.7,51000.0,64.3
REC-0641,EMP-71629,Billing,AI Literacy,10.0,75.6,Predictive Machine Learning,Revenue Risk Profiler,None,None,Development,14.4,13100.0,10.9
REC-0642,EMP-76040,Legal Affairs,AI Literacy,10.0,67.5,Generative AI (LLMs),Regulatory Risk Analyzer,MBZUAI,Reverse Hackathon,Ideation,4.4,16600.0,0.0
REC-0643,EMP-38016,Water & Civil,AI for Leaders,16.8,83.3,Autonomous IoT & Sensors,Autonomous Leak Detection,RIT Dubai,Joint R&D Lab,Development,15.7,55500.0,49.5
REC-0644,EMP-33960,Business Development & Execution,Deep Technical & LLMOps,24.2,91.0,Generative AI (LLMs),AI Bid Evaluator,RIT Dubai,Joint R&D Lab,Fully Deployed,38.2,257900.0,94.2
REC-0645,EMP-43591,I&TF,Deep Technical & LLMOps,37.1,86.9,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Ideation,4.8,9000.0,0.0
REC-0646,EMP-92848,Billing,AI Literacy,10.0,66.4,Predictive Machine Learning,Revenue Risk Profiler,None,None,Development,14.8,50800.0,48.0
REC-0647,EMP-77641,Business Development & Execution,AI Literacy,10.0,93.7,Generative AI (LLMs),Market Feasibility Generator,Heriot-Watt University,Reverse Hackathon,UAT & Testing,25.0,101000.0,41.9
REC-0648,EMP-46395,I&TF,Deep Technical & LLMOps,69.5,97.8,Generative AI (LLMs),Agentic IT Helpdesk,MBZUAI,Joint R&D Lab,UAT & Testing,23.2,25300.0,58.8
REC-0649,EMP-32700,I&TF,AI Literacy,16.4,56.7,Generative AI (LLMs),AI Developer Copilot,None,None,Development,9.5,259500.0,32.5
REC-0650,EMP-44620,Finance,AI Literacy,42.6,89.2,Agentic AI Workflows,Automated Audit Reconciliation,RIT Dubai,Joint R&D Lab,Optimizing,31.4,323800.0,95.5
REC-0651,EMP-30559,Distribution Power,Deep Technical & LLMOps,10.0,95.0,Predictive Machine Learning,Grid Recloser Optimizer,None,None,UAT & Testing,21.9,84100.0,35.5
REC-0652,EMP-71642,Water & Civil,Deep Technical & LLMOps,17.9,77.2,Computer Vision,Structural Crack Inspection,None,None,UAT & Testing,21.0,66000.0,13.8
REC-0653,EMP-86539,Finance,Deep Technical & LLMOps,10.0,80.5,Agentic AI Workflows,Invoice Matcher Agent,None,None,Ideation,3.5,28500.0,0.0
REC-0654,EMP-31732,Legal Affairs,AI Literacy,64.0,93.1,Generative AI (LLMs),NDA Auto-Review Agent,None,None,UAT & Testing,18.9,85300.0,22.1
REC-0655,EMP-40354,Billing,AI Literacy,14.6,76.1,Predictive Machine Learning,Billing Anomaly Detection,None,None,Fully Deployed,34.1,246000.0,95.8
REC-0656,EMP-23843,Distribution Power,Deep Technical & LLMOps,15.4,85.5,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Development,7.5,24900.0,8.4
REC-0657,EMP-81726,Billing,AI Literacy,10.0,86.0,Predictive Machine Learning,Billing Anomaly Detection,None,None,Development,12.1,19600.0,9.4
REC-0658,EMP-27640,Transmission Power,Deep Technical & LLMOps,18.8,98.6,Computer Vision,Thermal Substations Inspection,None,None,Ideation,6.4,8700.0,0.0
REC-0659,EMP-62528,Water & Civil,AI for Leaders,30.5,88.4,Autonomous IoT & Sensors,Autonomous Leak Detection,RIT Dubai,Sponsored Capstone,Optimizing,33.7,149300.0,98.0
REC-0660,EMP-48413,Legal Affairs,Deep Technical & LLMOps,22.5,98.2,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,Ideation,3.3,13900.0,0.0
REC-0661,EMP-62638,I&TF,AI Literacy,39.8,78.8,Generative AI (LLMs),AI Developer Copilot,RIT Dubai,Reverse Hackathon,Fully Deployed,27.9,383000.0,41.0
REC-0662,EMP-62736,Billing,AI Literacy,10.5,83.5,Predictive Machine Learning,Billing Anomaly Detection,None,None,Development,16.5,96100.0,18.3
REC-0663,EMP-78866,Power & Water Planning,Deep Technical & LLMOps,15.8,80.7,Predictive Machine Learning,Grid Expansion Planner,None,None,UAT & Testing,16.2,226700.0,12.4
REC-0664,EMP-29087,Water & Civil,AI for Leaders,26.3,90.7,Autonomous IoT & Sensors,Autonomous Leak Detection,MBZUAI,Reverse Hackathon,Fully Deployed,39.1,65900.0,45.1
REC-0665,EMP-51430,I&TF,Deep Technical & LLMOps,37.4,80.0,Generative AI (LLMs),Agentic IT Helpdesk,RIT Dubai,Joint R&D Lab,Ideation,3.8,7800.0,0.0
REC-0666,EMP-34504,Finance,AI Literacy,23.5,97.1,Agentic AI Workflows,Automated Audit Reconciliation,None,None,UAT & Testing,24.5,171300.0,40.6
REC-0667,EMP-17114,Business Development & Execution,AI Literacy,10.0,86.0,Generative AI (LLMs),Market Feasibility Generator,None,None,Development,13.6,104400.0,10.3
REC-0668,EMP-88859,I&TF,Deep Technical & LLMOps,24.8,74.2,Generative AI (LLMs),AI Developer Copilot,None,None,Ideation,4.3,17900.0,0.0
REC-0669,EMP-20975,Billing,Deep Technical & LLMOps,17.1,64.8,Predictive Machine Learning,Revenue Risk Profiler,None,None,Fully Deployed,21.4,75500.0,58.0
REC-0670,EMP-21023,Distribution Power,Deep Technical & LLMOps,23.1,65.3,Agentic AI Workflows,SCADA Fault Routing,Heriot-Watt University,Joint R&D Lab,Ideation,5.8,5000.0,0.0
REC-0671,EMP-31447,Transmission Power,AI Literacy,20.4,62.5,Computer Vision,Overhead Line Monitoring,None,None,Fully Deployed,33.1,142700.0,89.3
REC-0672,EMP-33959,Water & Civil,Deep Technical & LLMOps,20.3,68.3,Computer Vision,Reservoir Volumetric AI,Heriot-Watt University,Reverse Hackathon,Development,13.2,19300.0,45.0
REC-0673,EMP-76203,Water & Civil,Deep Technical & LLMOps,24.9,93.3,Computer Vision,Reservoir Volumetric AI,None,None,Development,13.6,57100.0,7.1
REC-0674,EMP-39703,Power & Water Planning,Deep Technical & LLMOps,42.5,77.2,Predictive Machine Learning,Grid Expansion Planner,MBZUAI,Reverse Hackathon,Fully Deployed,24.1,322200.0,91.1
REC-0675,EMP-19337,Transmission Power,AI for Leaders,10.0,84.5,Computer Vision,Insulator Wear Classifier,None,None,UAT & Testing,21.6,91900.0,56.4
REC-0676,EMP-56427,Distribution Power,AI Literacy,16.6,64.0,Predictive Machine Learning,Grid Recloser Optimizer,RIT Dubai,Reverse Hackathon,Development,14.2,13900.0,34.8
REC-0677,EMP-71529,I&TF,AI for Leaders,10.0,73.9,Generative AI (LLMs),AI Developer Copilot,RIT Dubai,Joint R&D Lab,UAT & Testing,22.9,52500.0,55.5
REC-0678,EMP-94665,Business Development & Execution,AI Literacy,15.1,76.7,Generative AI (LLMs),AI Procurement Sandbox,None,None,Development,8.2,78900.0,44.2
REC-0679,EMP-41921,Business Development & Execution,AI for Leaders,23.3,76.9,Generative AI (LLMs),AI Procurement Sandbox,RIT Dubai,Sponsored Capstone,Fully Deployed,38.9,173100.0,88.3
REC-0680,EMP-43307,Distribution Power,Deep Technical & LLMOps,10.0,76.7,Agentic AI Workflows,LV Power Restoration,RIT Dubai,Sponsored Capstone,Development,13.3,61500.0,12.7
REC-0681,EMP-37355,Business Development & Execution,AI Literacy,26.9,85.1,Generative AI (LLMs),AI Bid Evaluator,None,None,Development,13.7,162600.0,24.1
REC-0682,EMP-14835,Water & Civil,Deep Technical & LLMOps,26.6,83.8,Computer Vision,Structural Crack Inspection,None,None,Fully Deployed,26.6,156600.0,81.8
REC-0683,EMP-30159,Power & Water Planning,AI Literacy,10.0,89.9,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Joint R&D Lab,Ideation,6.5,12700.0,0.0
REC-0684,EMP-57605,Billing,Deep Technical & LLMOps,16.0,66.2,Predictive Machine Learning,Revenue Risk Profiler,None,None,Development,6.8,78400.0,24.2
REC-0685,EMP-48088,Power & Water Planning,Deep Technical & LLMOps,10.0,86.1,Predictive Machine Learning,Digital Twin Simulation,None,None,Development,9.5,15400.0,9.3
REC-0686,EMP-88752,I&TF,AI Literacy,10.1,85.1,Generative AI (LLMs),Agentic IT Helpdesk,RIT Dubai,Joint R&D Lab,Fully Deployed,39.6,83000.0,78.2
REC-0687,EMP-65284,Legal Affairs,AI Literacy,14.9,83.1,Generative AI (LLMs),Regulatory Risk Analyzer,Heriot-Watt University,Joint R&D Lab,Optimizing,36.3,82000.0,99.1
REC-0688,EMP-67043,Power & Water Planning,AI for Leaders,12.9,63.0,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Reverse Hackathon,Fully Deployed,33.7,200000.0,84.0
REC-0689,EMP-45547,Water & Civil,AI Literacy,10.0,91.5,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,UAT & Testing,23.8,37900.0,51.6
REC-0690,EMP-92844,I&TF,Deep Technical & LLMOps,10.0,65.1,Agentic AI Workflows,Cognitive Cyber Defense,MBZUAI,Joint R&D Lab,Fully Deployed,38.1,185900.0,92.8
REC-0691,EMP-37532,Legal Affairs,Deep Technical & LLMOps,18.3,96.8,Generative AI (LLMs),Regulatory Risk Analyzer,RIT Dubai,Reverse Hackathon,UAT & Testing,23.0,66400.0,24.7
REC-0692,EMP-44349,Billing,AI for Leaders,47.6,88.4,Generative AI (LLMs),Generative Bill Explanation,None,None,Development,11.3,29700.0,1.2
REC-0693,EMP-55445,I&TF,AI Literacy,35.6,86.1,Generative AI (LLMs),AI Developer Copilot,None,None,Optimizing,26.7,307100.0,87.2
REC-0694,EMP-15713,Power & Water Planning,AI for Leaders,23.3,71.1,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Sponsored Capstone,Ideation,3.7,5000.0,0.0
REC-0695,EMP-66178,Water & Civil,Deep Technical & LLMOps,32.0,96.6,Computer Vision,Structural Crack Inspection,None,None,Development,16.2,26700.0,25.6
REC-0696,EMP-59407,Legal Affairs,AI Literacy,50.9,82.0,Generative AI (LLMs),Contract Compliance Parser,RIT Dubai,Joint R&D Lab,Fully Deployed,24.3,1234200.0,89.1
REC-0697,EMP-80340,Legal Affairs,AI for Leaders,10.0,93.5,Generative AI (LLMs),NDA Auto-Review Agent,Heriot-Watt University,Joint R&D Lab,Fully Deployed,34.9,520600.0,83.6
REC-0698,EMP-60990,Power & Water Planning,Deep Technical & LLMOps,51.8,79.9,Predictive Machine Learning,Digital Twin Simulation,None,None,Ideation,6.0,5000.0,0.0
REC-0699,EMP-85672,Legal Affairs,Deep Technical & LLMOps,32.2,89.1,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Ideation,7.9,6600.0,0.0
REC-0700,EMP-75545,Distribution Power,AI Literacy,43.2,90.1,Predictive Machine Learning,Grid Recloser Optimizer,RIT Dubai,Reverse Hackathon,UAT & Testing,22.0,83000.0,43.8
REC-0701,EMP-94791,Business Development & Execution,Deep Technical & LLMOps,10.0,69.5,Generative AI (LLMs),AI Procurement Sandbox,None,None,UAT & Testing,18.3,25500.0,55.1
REC-0702,EMP-68141,I&TF,AI Literacy,15.9,41.9,Generative AI (LLMs),Agentic IT Helpdesk,None,None,UAT & Testing,18.4,396800.0,64.2
REC-0703,EMP-33793,I&TF,AI Literacy,40.4,72.8,Agentic AI Workflows,Cognitive Cyber Defense,MBZUAI,Reverse Hackathon,Development,12.0,40400.0,21.9
REC-0704,EMP-66570,I&TF,Deep Technical & LLMOps,20.0,71.8,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Optimizing,38.8,127600.0,82.7
REC-0705,EMP-47892,Distribution Power,Deep Technical & LLMOps,16.3,97.6,Predictive Machine Learning,Grid Recloser Optimizer,MBZUAI,Reverse Hackathon,Development,14.4,53600.0,39.9
REC-0706,EMP-11015,Water & Civil,AI Literacy,51.3,92.4,Computer Vision,Structural Crack Inspection,None,None,UAT & Testing,15.7,105800.0,56.6
REC-0707,EMP-71813,Power & Water Planning,AI Literacy,19.8,77.0,Predictive Machine Learning,Grid Expansion Planner,None,None,UAT & Testing,21.1,39900.0,40.5
REC-0708,EMP-37712,Billing,AI Literacy,25.2,94.5,Predictive Machine Learning,Billing Anomaly Detection,RIT Dubai,Sponsored Capstone,Development,14.5,113100.0,6.7
REC-0709,EMP-18415,Transmission Power,AI Literacy,49.7,92.0,Computer Vision,Insulator Wear Classifier,RIT Dubai,Sponsored Capstone,Development,11.3,45000.0,18.0
REC-0710,EMP-72292,Water & Civil,AI Literacy,53.4,85.6,Computer Vision,Reservoir Volumetric AI,Heriot-Watt University,Joint R&D Lab,Optimizing,19.0,421900.0,87.5
REC-0711,EMP-33833,Transmission Power,AI Literacy,10.0,72.4,Computer Vision,Thermal Substations Inspection,Heriot-Watt University,Joint R&D Lab,Fully Deployed,30.8,74700.0,91.9
REC-0712,EMP-14158,Legal Affairs,AI for Leaders,19.4,77.2,Generative AI (LLMs),NDA Auto-Review Agent,Heriot-Watt University,Reverse Hackathon,Development,7.5,9400.0,6.5
REC-0713,EMP-72680,Power & Water Planning,Deep Technical & LLMOps,35.5,89.3,Predictive Machine Learning,Grid Expansion Planner,RIT Dubai,Sponsored Capstone,Fully Deployed,22.1,374100.0,85.0
REC-0714,EMP-30309,Transmission Power,Deep Technical & LLMOps,57.7,75.3,Computer Vision,Overhead Line Monitoring,None,None,Development,15.2,71400.0,23.8
REC-0715,EMP-16970,I&TF,Deep Technical & LLMOps,10.0,91.0,Generative AI (LLMs),AI Developer Copilot,MBZUAI,Joint R&D Lab,Fully Deployed,47.1,301600.0,91.6
REC-0716,EMP-82474,Business Development & Execution,AI Literacy,36.9,89.7,Generative AI (LLMs),AI Bid Evaluator,None,None,Ideation,7.7,26400.0,0.0
REC-0717,EMP-96704,Water & Civil,Deep Technical & LLMOps,19.0,80.5,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Fully Deployed,16.3,120300.0,82.5
REC-0718,EMP-56540,Transmission Power,Deep Technical & LLMOps,49.7,85.3,Computer Vision,Thermal Substations Inspection,None,None,Ideation,4.7,7400.0,0.0
REC-0719,EMP-30384,Business Development & Execution,Deep Technical & LLMOps,10.0,75.3,Generative AI (LLMs),AI Procurement Sandbox,None,None,UAT & Testing,17.6,73400.0,20.2
REC-0720,EMP-28017,Legal Affairs,Deep Technical & LLMOps,50.9,85.7,Generative AI (LLMs),Contract Compliance Parser,RIT Dubai,Reverse Hackathon,Fully Deployed,23.2,184100.0,79.4
REC-0721,EMP-85880,Transmission Power,Deep Technical & LLMOps,33.7,76.5,Computer Vision,Thermal Substations Inspection,MBZUAI,Reverse Hackathon,Ideation,5.9,12300.0,0.0
REC-0722,EMP-18702,I&TF,AI for Leaders,16.9,57.3,Agentic AI Workflows,Cognitive Cyber Defense,None,None,UAT & Testing,19.3,18300.0,52.9
REC-0723,EMP-10384,Distribution Power,AI Literacy,10.0,93.8,Agentic AI Workflows,LV Power Restoration,None,None,Ideation,2.7,9000.0,0.0
REC-0724,EMP-10404,Business Development & Execution,Deep Technical & LLMOps,30.6,88.2,Generative AI (LLMs),Market Feasibility Generator,None,None,Fully Deployed,19.7,367100.0,75.2
REC-0725,EMP-50943,Distribution Power,Deep Technical & LLMOps,21.4,86.2,Agentic AI Workflows,SCADA Fault Routing,None,None,Development,10.2,39400.0,30.5
REC-0726,EMP-57926,Power & Water Planning,Deep Technical & LLMOps,10.0,90.1,Predictive Machine Learning,Grid Expansion Planner,None,None,UAT & Testing,20.0,468100.0,25.6
REC-0727,EMP-39189,Legal Affairs,AI for Leaders,51.8,85.4,Generative AI (LLMs),Contract Compliance Parser,None,None,Optimizing,31.3,68600.0,97.3
REC-0728,EMP-22763,Transmission Power,AI Literacy,16.8,80.6,Computer Vision,Insulator Wear Classifier,None,None,Development,15.2,52200.0,2.4
REC-0729,EMP-28384,Transmission Power,AI for Leaders,48.3,77.2,Computer Vision,Overhead Line Monitoring,MBZUAI,Sponsored Capstone,Ideation,5.7,5000.0,0.0
REC-0730,EMP-70100,Water & Civil,Deep Technical & LLMOps,32.4,72.9,Computer Vision,Structural Crack Inspection,MBZUAI,Sponsored Capstone,Fully Deployed,29.9,59700.0,70.3
REC-0731,EMP-19860,Distribution Power,AI for Leaders,52.9,90.1,Agentic AI Workflows,SCADA Fault Routing,None,None,Fully Deployed,27.1,60200.0,76.7
REC-0732,EMP-90642,Finance,AI for Leaders,10.0,88.3,Agentic AI Workflows,Invoice Matcher Agent,Heriot-Watt University,Joint R&D Lab,Optimizing,21.4,867400.0,87.0
REC-0733,EMP-60612,Distribution Power,AI Literacy,26.4,70.0,Agentic AI Workflows,LV Power Restoration,Heriot-Watt University,Joint R&D Lab,Development,8.7,32300.0,2.5
REC-0734,EMP-33574,Power & Water Planning,AI for Leaders,64.0,99.9,Predictive Machine Learning,Smart Load Forecasting,RIT Dubai,Reverse Hackathon,Development,16.1,22500.0,12.2
REC-0735,EMP-33524,Distribution Power,Deep Technical & LLMOps,10.0,90.3,Agentic AI Workflows,SCADA Fault Routing,None,None,Fully Deployed,37.2,118200.0,87.5
REC-0736,EMP-79172,Legal Affairs,Deep Technical & LLMOps,25.5,65.6,Generative AI (LLMs),Regulatory Risk Analyzer,RIT Dubai,Reverse Hackathon,Fully Deployed,33.7,99200.0,48.2
REC-0737,EMP-20916,Power & Water Planning,Deep Technical & LLMOps,10.0,70.4,Predictive Machine Learning,Digital Twin Simulation,None,None,Fully Deployed,29.0,226700.0,85.8
REC-0738,EMP-14809,Legal Affairs,AI for Leaders,62.6,96.0,Generative AI (LLMs),Contract Compliance Parser,MBZUAI,Reverse Hackathon,Development,15.7,7700.0,23.4
REC-0739,EMP-42201,Finance,Deep Technical & LLMOps,17.6,95.5,Agentic AI Workflows,Invoice Matcher Agent,MBZUAI,Joint R&D Lab,Development,9.0,18400.0,20.6
REC-0740,EMP-63330,Business Development & Execution,AI Literacy,28.1,68.5,Generative AI (LLMs),Market Feasibility Generator,Heriot-Watt University,Sponsored Capstone,Ideation,3.0,19400.0,0.0
REC-0741,EMP-23456,Business Development & Execution,Deep Technical & LLMOps,20.5,80.4,Generative AI (LLMs),Market Feasibility Generator,RIT Dubai,Joint R&D Lab,Optimizing,31.4,100200.0,84.9
REC-0742,EMP-66397,Distribution Power,AI for Leaders,40.0,97.0,Agentic AI Workflows,SCADA Fault Routing,None,None,Development,5.5,21600.0,11.4
REC-0743,EMP-48765,Transmission Power,AI for Leaders,13.6,66.2,Computer Vision,Overhead Line Monitoring,MBZUAI,Sponsored Capstone,UAT & Testing,15.8,41700.0,35.2
REC-0744,EMP-44816,Business Development & Execution,Deep Technical & LLMOps,17.6,95.1,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Joint R&D Lab,UAT & Testing,19.1,140900.0,57.7
REC-0745,EMP-55106,Finance,Deep Technical & LLMOps,22.2,78.9,Predictive Machine Learning,Supplier Risk Analysis,None,None,Development,10.6,68000.0,1.0
REC-0746,EMP-63932,Billing,AI Literacy,10.0,80.6,Predictive Machine Learning,Revenue Risk Profiler,None,None,Development,9.0,84900.0,7.9
REC-0747,EMP-27100,Distribution Power,Deep Technical & LLMOps,10.0,79.0,Predictive Machine Learning,Grid Recloser Optimizer,MBZUAI,Joint R&D Lab,Fully Deployed,44.2,46700.0,55.1
REC-0748,EMP-67091,Business Development & Execution,AI Literacy,29.7,90.4,Generative AI (LLMs),AI Procurement Sandbox,MBZUAI,Sponsored Capstone,Development,16.1,14900.0,28.4
REC-0749,EMP-31949,Transmission Power,AI for Leaders,10.0,61.9,Computer Vision,Overhead Line Monitoring,None,None,Development,17.1,98100.0,1.1
REC-0750,EMP-80080,Business Development & Execution,AI Literacy,17.7,91.9,Generative AI (LLMs),AI Bid Evaluator,None,None,Development,11.7,46500.0,6.9
REC-0751,EMP-47744,I&TF,AI Literacy,10.0,75.3,Generative AI (LLMs),Agentic IT Helpdesk,Heriot-Watt University,Joint R&D Lab,Fully Deployed,29.1,73000.0,85.9
REC-0752,EMP-55543,Business Development & Execution,AI for Leaders,22.9,96.0,Generative AI (LLMs),AI Bid Evaluator,None,None,Optimizing,41.6,130600.0,88.1
REC-0753,EMP-46187,Water & Civil,AI Literacy,38.4,82.6,Autonomous IoT & Sensors,Autonomous Leak Detection,RIT Dubai,Joint R&D Lab,Fully Deployed,32.5,44100.0,87.5
REC-0754,EMP-17239,I&TF,AI for Leaders,38.2,79.4,Agentic AI Workflows,Cognitive Cyber Defense,Heriot-Watt University,Reverse Hackathon,Fully Deployed,25.6,77500.0,78.3
REC-0755,EMP-24489,Power & Water Planning,Deep Technical & LLMOps,25.7,90.6,Predictive Machine Learning,Grid Expansion Planner,None,None,UAT & Testing,16.0,89700.0,42.3
REC-0756,EMP-68017,Billing,AI Literacy,26.9,88.5,Predictive Machine Learning,Billing Anomaly Detection,None,None,Fully Deployed,30.1,157300.0,79.7
REC-0757,EMP-71877,Finance,Deep Technical & LLMOps,40.6,93.0,Agentic AI Workflows,Automated Audit Reconciliation,RIT Dubai,Sponsored Capstone,Optimizing,31.9,138100.0,74.5
REC-0758,EMP-53125,Finance,AI for Leaders,28.0,69.0,Agentic AI Workflows,Automated Audit Reconciliation,None,None,UAT & Testing,20.3,67900.0,48.5
REC-0759,EMP-59922,Transmission Power,Deep Technical & LLMOps,12.9,77.9,Computer Vision,Thermal Substations Inspection,MBZUAI,Sponsored Capstone,Ideation,4.6,17700.0,0.0
REC-0760,EMP-42049,Finance,AI Literacy,10.0,84.6,Agentic AI Workflows,Automated Audit Reconciliation,RIT Dubai,Reverse Hackathon,Optimizing,46.0,136500.0,94.5
REC-0761,EMP-47131,I&TF,AI Literacy,44.8,90.7,Agentic AI Workflows,Cognitive Cyber Defense,MBZUAI,Sponsored Capstone,Fully Deployed,23.9,82800.0,82.2
REC-0762,EMP-52944,Billing,AI Literacy,64.4,96.0,Predictive Machine Learning,Revenue Risk Profiler,MBZUAI,Reverse Hackathon,Development,14.0,21500.0,22.9
REC-0763,EMP-83963,Finance,AI Literacy,14.4,82.6,Agentic AI Workflows,Automated Audit Reconciliation,None,None,Optimizing,29.1,36000.0,91.5
REC-0764,EMP-34285,Water & Civil,AI Literacy,16.6,61.8,Computer Vision,Structural Crack Inspection,None,None,Development,11.9,66400.0,19.8
REC-0765,EMP-47626,Power & Water Planning,Deep Technical & LLMOps,24.4,87.1,Predictive Machine Learning,Smart Load Forecasting,MBZUAI,Sponsored Capstone,Development,14.8,127300.0,5.4
REC-0766,EMP-52808,Distribution Power,Deep Technical & LLMOps,27.5,94.0,Agentic AI Workflows,SCADA Fault Routing,None,None,Fully Deployed,21.3,61200.0,78.0
REC-0767,EMP-98464,Distribution Power,Deep Technical & LLMOps,15.6,65.5,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Development,9.2,14300.0,7.6
REC-0768,EMP-63871,Distribution Power,Deep Technical & LLMOps,55.0,87.5,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Fully Deployed,31.2,72000.0,41.5
REC-0769,EMP-29198,I&TF,AI Literacy,39.2,74.1,Generative AI (LLMs),AI Developer Copilot,None,None,Development,16.4,49800.0,19.6
REC-0770,EMP-29758,Finance,AI Literacy,21.3,88.6,Predictive Machine Learning,Supplier Risk Analysis,RIT Dubai,Sponsored Capstone,Ideation,7.9,6600.0,0.0
REC-0771,EMP-25254,Business Development & Execution,AI Literacy,33.4,89.1,Generative AI (LLMs),Market Feasibility Generator,None,None,UAT & Testing,25.1,52000.0,43.7
REC-0772,EMP-54238,I&TF,AI Literacy,34.2,86.7,Generative AI (LLMs),Agentic IT Helpdesk,None,None,UAT & Testing,11.2,73900.0,63.1
